exchange,market_type,symbol_raw,leverage_max,price_usd,volume_24h_usd,open_interest_base,open_interest_usd,daily_snapshot
drift,CROSS,1KMEW-USD,4,3.17922,33976.909226,76.5,243.21033,2025-09-15
drift,CROSS,1KWEN-USD,4,0.042998,284225.10748,457342.0,19664.791316,2025-09-15
drift,CROSS,1MBONK-USD,10,24.6344,5985891.166917,280246.1,6903694.525839999,2025-09-15
drift,CROSS,1MPEPE-USD,4,11.6202,75524.812191,12908.0,149993.5416,2025-09-15
drift,CROSS,ADA-USD,10,0.890063,121261.204552,686395.0,610934.792885,2025-09-15
drift,CROSS,AI16Z-USD,4,0.117842,3248.929371,608866.0,71749.98717200001,2025-09-15
drift,CROSS,APT-USD,10,4.530874,16618.241546,53770.1,243625.5480674,2025-09-15
drift,CROSS,ARB-USD,10,0.515289,14890.556438,826843.0,426063.102627,2025-09-15
drift,CROSS,AVAX-USD,10,29.598219,615569.799986,42021.4,1243758.5998866002,2025-09-15
drift,CROSS,BERA-USD,5,2.386969,10438.874316,99328.7,237094.5277103,2025-09-15
drift,CROSS,BNB-USD,10,927.734517,1885.697533,344.12,319252.00199004,2025-09-15
drift,CROSS,BREAKPOINT-USD,1,1e-06,0.0,0.0,0.0,2025-09-15
drift,CROSS,BTC-USD,101,115199.364262,48018198.71189,902.531,103970997.42674711,2025-09-15
drift,CROSS,CLOUD-USD,2,0.123392,27926.084759,1661132.0,204970.399744,2025-09-15
drift,CROSS,DBR-USD,2,0.024672,0.0,0.0,0.0,2025-09-15
drift,CROSS,DEMOCRATS-USD,1,1e-06,0.0,0.0,0.0,2025-09-15
drift,CROSS,DOGE-USD,10,0.278772,820658.386957,16600030.0,4627623.56316,2025-09-15
drift,CROSS,DRIFT-USD,5,0.663703,512307.033045,7772042.0,5158327.591526001,2025-09-15
drift,CROSS,DYM-USD,5,0.242627,0.0,547.0,132.716969,2025-09-15
drift,CROSS,ETH-USD,101,4616.287284,101821197.525013,17052.901,78721090.0416109,2025-09-15
drift,CROSS,FARTCOIN-USD,10,0.882649,779456.812384,2647532.0,2336841.4722680002,2025-09-15
drift,CROSS,FED-USD,1,0.999999,0.0,0.0,0.0,2025-09-15
drift,CROSS,FWOG-USD,4,0.042641,1825.136288,3579312.0,152625.442992,2025-09-15
drift,CROSS,GOAT-USD,4,0.105627,10460.317495,657501.0,69449.858127,2025-09-15
drift,CROSS,HNT-USD,5,2.729819,57082.543069,225878.0,616606.056082,2025-09-15
drift,CROSS,HYPE-USD,10,53.830093,7390049.304706,360358.5,19398131.5683405,2025-09-15
drift,CROSS,INJ-USD,10,14.141107,128399.371228,34075.5,481865.2915785,2025-09-15
drift,CROSS,IO-USD,2,0.640686,0.0,56870.0,36435.81282,2025-09-15
drift,CROSS,IP-USD,5,9.615348,24952.189155,17700.9,170200.3134132,2025-09-15
drift,CROSS,JTO-USD,10,1.911389,339665.654537,523148.0,999939.332572,2025-09-15
drift,CROSS,JUP-USD,10,0.53397,2512819.263709,13071394.0,6979732.254179999,2025-09-15
drift,CROSS,KAITO-USD,5,1.182378,5583.907506,42115.0,49795.849469999994,2025-09-15
drift,CROSS,KAMALA-USD,1,1e-06,0.0,0.0,0.0,2025-09-15
drift,CROSS,KMNO-USD,2,0.068284,92604.432962,26370788.0,1800702.8877919998,2025-09-15
drift,CROSS,LANDO-USD,1,0.999999,0.0,0.0,0.0,2025-09-15
drift,CROSS,LAUNCHCOIN-USD,4,0.092827,30779.883894,1632488.0,151538.963576,2025-09-15
drift,CROSS,LINK-USD,10,24.142202,469269.586199,84145.5,2031457.658391,2025-09-15
drift,CROSS,LNDO-USD,1,1e-06,0.0,0.0,0.0,2025-09-15
drift,CROSS,LTC-USD,10,115.589332,54002.667184,522.11,60350.34613052,2025-09-15
drift,CROSS,ME-USD,5,0.704558,43307.513885,59982.0,42260.797956,2025-09-15
drift,CROSS,MELANIA-USD,4,0.201544,4100.436846,515259.6,103847.4808224,2025-09-15
drift,CROSS,MICHI-USD,4,0.026661,0.0,272.0,7.251792,2025-09-15
drift,CROSS,MOODENG-USD,4,0.2104,29459.970109,808176.0,170040.2304,2025-09-15
drift,CROSS,MOTHER-USD,4,0.008313,556870.129363,19535882.0,162401.787066,2025-09-15
drift,CROSS,NBAFINALS25-USD,1,0.999999,0.0,32.0,31.999968,2025-09-15
drift,CROSS,NBAFINALS25-USD,1,1e-06,0.0,108.0,0.000108,2025-09-15
drift,CROSS,OP-USD,10,0.786706,2647.512639,144889.0,113985.04563400001,2025-09-15
drift,CROSS,PAXG-USD,10,3643.397494,95848.636136,165.514,603033.292821916,2025-09-15
drift,CROSS,PENGU-USD,5,0.034706,283198.919096,41544292.0,1441836.198152,2025-09-15
drift,CROSS,PNUT-USD,4,0.249456,6729.027594,219708.0,54807.478848,2025-09-15
drift,CROSS,POL-USD,10,0.272168,27681.493156,146136.0,39773.542848000005,2025-09-15
drift,CROSS,POPCAT-USD,4,0.281762,22608.202308,2143588.0,603981.6420560001,2025-09-15
drift,CROSS,PUMP-USD,5,0.007901,3282615.460029,346562800.0,2738192.6828,2025-09-15
drift,CROSS,PYTH-USD,10,0.167183,268662.194275,4813578.0,804748.410774,2025-09-15
drift,CROSS,RAY-USD,5,3.406091,167927.036252,273221.0,930615.589111,2025-09-15
drift,CROSS,RENDER-USD,10,3.902112,106322.375209,116392.0,454174.61990399996,2025-09-15
drift,CROSS,REPUBLICAN-USD,1,0.999999,0.0,0.0,0.0,2025-09-15
drift,CROSS,RLB-USD,5,0.067019,0.0,500.0,33.509499999999996,2025-09-15
drift,CROSS,SEI-USD,10,0.331186,37240.425581,2620448.0,867855.6913279999,2025-09-15
drift,CROSS,SOL-USD,101,241.0625,237947554.20781,1724895.29,415807570.845625,2025-09-15
drift,CROSS,SUI-USD,10,3.686565,2252771.326255,2299947.0,8478904.112055,2025-09-15
drift,CROSS,SUPERBOWL-USD,1,1e-06,0.0,0.0,0.0,2025-09-15
drift,CROSS,SUPERBOWL-USD,1,1e-06,0.0,0.0,0.0,2025-09-15
drift,CROSS,TAO-USD,5,351.213516,61569.40425,1954.68,686510.0354548801,2025-09-15
drift,CROSS,TIA-USD,10,1.767213,37810.211892,201821.0,356660.694873,2025-09-15
drift,CROSS,TNSR-USD,5,0.122999,69551.976466,1996402.0,245555.449598,2025-09-15
drift,CROSS,TON-USD,10,3.195929,17012.43788,46874.0,149805.975946,2025-09-15
drift,CROSS,TRUMP-USD,1,0.999999,0.0,0.0,0.0,2025-09-15
drift,CROSS,TRUMP-USD,10,8.749843,89232.155601,32172.6,281505.1989018,2025-09-15
drift,CROSS,VRSTPN-USD,1,0.999999,0.0,0.0,0.0,2025-09-15
drift,CROSS,W-USD,5,0.091209,28767.051838,1542899.0,140726.274891,2025-09-15
drift,CROSS,WARWICK-USD,1,1e-06,0.0,0.0,0.0,2025-09-15
drift,CROSS,WIF-USD,10,0.929192,353325.3076,1914720.0,1779142.50624,2025-09-15
drift,CROSS,WLF-USD,1,0.999999,0.0,1069.0,1068.9989309999999,2025-09-15
drift,CROSS,XRP-USD,20,3.040537,530073.636887,933775.0,2839177.437175,2025-09-15
drift,CROSS,ZEX-USD,2,0.077934,0.0,14.0,1.0910760000000002,2025-09-15
dydx,CROSS,1INCH-USD,5,0.2645154464,16326.454,1207880.0,319502.91739763203,2025-09-15
dydx,CROSS,AAVE-USD,10,307.05136792,110640.287,7288.8,2238036.010495296,2025-09-15
dydx,ISOLATED,ACX-USD,5,0.1473736868,11029.272,73100.0,10773.016505079999,2025-09-15
dydx,CROSS,ADA-USD,10,0.8910374726,825101.643,1404470.0,1251435.399142522,2025-09-15
dydx,ISOLATED,AERGO-USD,20,0.11,0.0,394300.0,43373.0,2025-09-15
dydx,ISOLATED,AERO-USD,20,1.20745185,19552.966,24414.0,29478.7294659,2025-09-15
dydx,CROSS,AEVO-USD,5,0.097445778,3040.058,194175.0,18921.53394315,2025-09-15
dydx,CROSS,AGIX-USD,5,0.5984417141,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,AI16Z-USD,20,0.1180008,101.418,82300.0,9711.46584,2025-09-15
dydx,ISOLATED,AITECH-USD,20,0.03347511119,0.0,100.0,3.3475111189999995,2025-09-15
dydx,ISOLATED,AIXBT-USD,20,0.1204122473,57870.133,217350.0,26171.601950655,2025-09-15
dydx,ISOLATED,AKT-USD,20,1.186834663,48269.062,62914.0,74668.515987982,2025-09-15
dydx,CROSS,ALGO-USD,5,0.24053222,87981.11,1941450.0,466981.278519,2025-09-15
dydx,ISOLATED,ALPACA-USD,20,0.01857928964,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,ALT-USD,20,0.0342671335,74.6,1000.0,34.2671335,2025-09-15
dydx,ISOLATED,AMPL-USD,20,1.2639972,0.0,0.0,0.0,2025-09-15
dydx,CROSS,APE-USD,5,0.601610966,158.999,220465.0,132634.16161918998,2025-09-15
dydx,ISOLATED,API3-USD,20,0.975,0.0,36080.0,35178.0,2025-09-15
dydx,CROSS,APT-USD,10,4.537172303,263256.21,57295.0,259957.287100385,2025-09-15
dydx,ISOLATED,AR-USD,20,7.25362681,0.0,1291.0,9364.43221171,2025-09-15
dydx,CROSS,ARB-USD,10,0.515959844,101868.132,1191535.0,614784.2127205399,2025-09-15
dydx,CROSS,ARKM-USD,5,0.629696334,28945.693,20281.0,12770.871349854,2025-09-15
dydx,CROSS,ASTR-USD,5,0.0243546127,0.0,528350.0,12867.759620045,2025-09-15
dydx,CROSS,ATH-USD,5,0.06403842305,1612724.65,407900.0,26121.272762095,2025-09-15
dydx,CROSS,ATOM-USD,10,4.646,97647.703,147540.0,685470.84,2025-09-15
dydx,ISOLATED,AURORA-USD,20,0.15936812,0.0,0.0,0.0,2025-09-15
dydx,CROSS,AVAX-USD,10,29.65874524,2172296.432,109933.1,3260477.806343444,2025-09-15
dydx,CROSS,AXL-USD,5,0.326456624,97510.424,512716.0,167379.534430784,2025-09-15
dydx,ISOLATED,AXS-USD,20,2.545763358,0.0,545.0,1387.44103011,2025-09-15
dydx,ISOLATED,B3-USD,20,0.003079768414,1108633.741,1989000.0,6125.659375446,2025-09-15
dydx,ISOLATED,BABY-USD,20,0.05054532719,0.0,99700.0,5039.369120843,2025-09-15
dydx,ISOLATED,BABYDOGE-USD,20,1.360816489e-09,0.0,1818000000000.0,2473.9643770019998,2025-09-15
dydx,ISOLATED,BADGER-USD,20,0.96,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,BANANA-USD,20,22.66222272,52221.323,151.5,3433.32674208,2025-09-15
dydx,CROSS,BCH-USD,10,601.4003576,31765.72,572.96,344578.348890496,2025-09-15
dydx,ISOLATED,BCUT-USD,20,0.04690073536,0.0,0.0,0.0,2025-09-15
dydx,CROSS,BEAM-USD,5,0.00784752979,0.0,2345000.0,18402.45735755,2025-09-15
dydx,ISOLATED,BERA-USD,20,2.39119559,31476.805,907.5,2170.0099979250003,2025-09-15
dydx,ISOLATED,BICO-USD,20,0.1016837847,0.0,0.0,0.0,2025-09-15
dydx,CROSS,BLAST-USD,5,0.00255527763,44159.961,20068100.0,51279.567006603,2025-09-15
dydx,CROSS,BLUR-USD,5,0.0853397905,312333.163,593460.0,50645.75207013,2025-09-15
dydx,CROSS,BNB-USD,10,928.2469481,141998.73,577.09,535682.0312790291,2025-09-15
dydx,ISOLATED,BODEN-USD,20,0.0020638314,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,BOME-USD,20,0.002134960299,0.0,0.0,0.0,2025-09-15
dydx,CROSS,BONK-USD,10,2.466466483e-05,498258.776,11436300000.0,282072.50639532896,2025-09-15
dydx,ISOLATED,BRETT-USD,20,0.0522007107,61620.178,901760.0,47072.512880832,2025-09-15
dydx,CROSS,BTC-USD,50,115253.75225,39004055.8649,476.239,54888331.71778775,2025-09-15
dydx,ISOLATED,BTRUMP-USD,20,1.09441211e-06,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,CAKE-USD,20,2.540524314,46054.2,10364.0,26329.993990296,2025-09-15
dydx,ISOLATED,CETUS-USD,20,0.09364875423,0.0,105400.0,9870.578695842001,2025-09-15
dydx,CROSS,CHZ-USD,5,0.0423955977,31662.438,2109850.0,89448.35180734501,2025-09-15
dydx,ISOLATED,"CIG,RAYDIUM,EXRQAUXS967FDKYMNXO4EQZEQIHEUBSTBCXPXXWPUMP-USD",20,4.65475918e-05,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,CLV-USD,20,0.02009999999,0.0,0.0,0.0,2025-09-15
dydx,CROSS,COMP-USD,5,45.20712427,1862.271,5829.6,263539.45164439204,2025-09-15
dydx,ISOLATED,COOKIE-USD,20,0.13488744372,0.0,6400.0,863.279639808,2025-09-15
dydx,ISOLATED,CORE-USD,20,0.457959848,0.0,3181.0,1456.770276488,2025-09-15
dydx,CROSS,CRO-USD,5,0.24482708737,33452.975,258500.0,63287.802085145,2025-09-15
dydx,CROSS,CRV-USD,10,0.792046023,18202.133,433650.0,343470.75787395,2025-09-15
dydx,ISOLATED,CVX-USD,20,3.544,7104.0,799.0,2831.656,2025-09-15
dydx,ISOLATED,DAI-USD,5,1.000240781,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,DAKU-USD,20,1.5179178e-06,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,DEGEN-USD,20,0.003592155293,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,DINNER-USD,20,0.00339191642976,0.0,0.0,0.0,2025-09-15
dydx,ISOLATED,DMAIL-USD,20,0.122414688,0.0,0.0,0.0,2025-09-15
dydx,CROSS,DOGE-USD,10,0.27936984242,7124209.201,11557500.0,3228816.95376915,2025-09-15
dydx,CROSS,DOT-USD,10,4.336168084,227813.098,208594.0,904498.6453138959,2025-09-15
dydx,CROSS,DRIFT-USD,5,0.6614173279,60303.074,60320.0,39896.693218928,2025-09-15
dydx,CROSS,DYDX-USD,5,0.64138483,29502.42,1706708.0,1094656.62043964,2025-09-15
